text,translated,backtranslated,similarity_score
Students Loan Trust Fund warns against unauthorised use of Logo on billboards.,Ìpèsè Ìdánilójú fún Àwọn Akẹ́kọ̀ọ́ kìlọ̀ nípa lílo Àmì náà láìgba àṣẹ lórí àwọn àtẹ ìpolówó.,Student Assurance Services warns against unauthorized use of the Mark on billboards.,0.7621797919273376
South African influencer apologises over viral Russian job videos.,Òṣèré ọmọ ilè South Africa tọrọ àforíjì lórí fídíò àwọn òṣìṣẹ́ Russia tó ń tàn kálẹ̀.,South African actor apologizes over Russian officials' video leak,0.7084415555000305
Full list of award winners at the 2023 AFCON.,Àkójọ àwọn olùborí nínú ìdíje AFCON 2023 .,List of winners of the AFCON 2023 tournament.,0.855874240398407
Daddy Lumba's 'Yentie Obiaa' helped me through money ritual allegations - LilWin.,'Yentie Obiaa' tí Bàbá Lumba ṣe ràn mí lọ́wọ́ láti borí ẹ̀sùn owó tí wọ́n fi kàn mí - LilWin.,'Yentie Obiaa' by Father Lumba helped me to overcome my financial charges - LilWin.,0.8251370191574097
Meet Benedicta Kwartemaa: The OKESS sprinting princess.,Ẹ pàdé Benedicta Kwartemaa: Ọmọ-binrin ọba tó ń sáré ní OKESS.,Meet Benedicta Kwartemaa: The Princess who runs in OKESS.,0.88900226354599
Ex-convict teacher jailed 48 years for defiling 7-year-old girl.,"Olùkọ́ tó ti fìgbà kan jẹ́ ẹlẹ́wọ̀n, tí wọ́n fi sẹ́wọ̀n ọdún méjìdínlọ́gọ́rin nítorí pé ó sọ ọmọdébìnrin ọmọ ọdún méje di aláìmọ́.",Former teacher who was sentenced to 28 years in prison for molesting a seven-year-old girl.,0.7454072833061218
Highlights of Dr Bawumia's electrifying speech after filing his nomination.,Àwọn ohun pàtàkì nínú ọ̀rọ̀ tí Dókítà Bawumia sọ lẹ́yìn tó fi ìyànsípò rẹ̀ sílẹ̀.,Highlights of Dr Bawumia's speech after resigning from his appointment.,0.7890408039093018
Hearts of Oak coach Didi Dramani stresses determination to bring ‘sustainability and success' to the club.,"Olukọni ẹgbẹ́ Hearts of Oak, Didi Dramani tẹnu mọ́ ìpinnu láti mú ""ìdásílẹ̀ àti àṣeyọrí"" wá fún ẹgbẹ́ náà.","Hearts of Oak coach Didi Dramani emphasized the determination to bring ""establishment and success"" to the club.",0.8363971710205078
Events that shocked the nation in 2020.,Àwọn ìṣẹ̀lẹ̀ tó ya orílẹ̀-èdè náà lẹ́nu ní ọdún 2020.,Events that shocked the nation in 2020.,1.0000001192092896
Sports minister halts unlawful development of parts of Borteyman sports complex.,Minisita fun ere idaraya da idagbasoke ti ko ni ofin duro ni awọn ẹya ti ile-iṣẹ ere idaraya Borteyman.,The Minister of Sports stopped the illegal development of parts of the Borteyman sports complex.,0.871263861656189
Exiled Across the Ocean: How the British banished Agyemang Prempeh I and his chiefs to Seychelles.,Exiled Across the Ocean: Bí àwọn ará Britain ṣe lé Agyemang Prempeh I àti àwọn olórí rẹ̀ lọ sí Seychelles.,Exiled Across the Ocean: How the British expelled Agyemang Prempeh I and his chiefs to the Seychelles.,0.9776976108551025
Health Minister lays Ghana Medical Trust Fund Bill before Parliament.,Minisita fun eto ilera fi iwe ofin fun owo igbekele fun ile-iwosan Ghana han si ile igbimo asofin.,The minister of health presented a bill for a trust fund for Ghana's hospital to parliament.,0.8688277006149292
Ghanaians can travel to these 4 countries without visas after Parliament's ratification.,Àwọn ọmọ Ghana lè rìnrìn àjò lọ sí àwọn orílẹ̀-èdè mẹ́rin yìí láì gba ìwé ìrìnnà lẹ́yìn ìfọwọ́sísí ilé ìgbìmọ̀ aṣòfin.,Ghanaians can travel to these four countries without a passport after the parliamentary approval.,0.8631547689437866
Watch Joseph Paintsil’s goal in LA Galaxy’s 4-0 win over Santos Laguna.,Ẹ wo góòlù tí Joseph Paintsil ṣe nígbà tí LA Galaxy borí Santos Laguna 4-0.,Look at the gold medal scored by Joseph Paintsil when LA Galaxy beat Santos Laguna 4-0.,0.7973433136940002
